appid,title_new,rank_new,price_text_new,release_text_new
2853290,Free Stars: Children of Infinity,2424,Unpriced (Coming Soon),2026
4218720,OUTHATCHED,2425,Free,Coming soon
1612190,Exodus,2426,Unpriced (Coming Soon),To be announced
3102220,KARANEKO,2427,Free,Coming soon
1622110,Zoria and the Cursed Land,2428,Unpriced (Coming Soon),To be announced
1726560,Buramato,2429,Free,Coming soon
1374320,Regeneration,2430,Unpriced (Coming Soon),To be announced
3082020,Portal: Intrusion,2431,Free,To be announced
4349020,Late Night Manifest,2433,Unpriced (Coming Soon),To be announced
1008340,Insect Worlds,2434,Unpriced (Coming Soon),Q3 2026
4102890,The Many Sins of House Ocampo,2435,Unpriced (Coming Soon),To be announced
2545880,HistoriCity: Florence,2436,Free,Coming soon
4225400,I.T. Never Ends,2437,Unpriced (Coming Soon),August 2026
2659040,M.O.Z.I.,2438,Unpriced (Coming Soon),To be announced
3862790,Skate Style,2440,Unpriced (Coming Soon),To be announced
3177760,Critterville Goes Bankrupt,2441,Unpriced (Coming Soon),To be announced
2160760,LIMINAL,2442,Free,Coming soon
3196270,Fishing Shop Simulator,2443,Unpriced (Coming Soon),2026
3284220,Hyperwar,2444,Unpriced (Coming Soon),To be announced
2178120,Return to Paradise,2445,Free,To be announced
2116290,Soda-Powered Penguin,2446,Unpriced (Coming Soon),To be announced
3411810,Cobra Strike,2447,Unpriced (Coming Soon),To be announced
3105190,CHILDREN OF SATURN,2448,Unpriced (Coming Soon),To be announced
1532790,Pizza Empire,2449,Free,Coming soon
2866330,Astera,2450,Free,To be announced
1536440,Platoon Commander,2451,Free,Coming soon
3714280,FLASK,2452,Free,Coming soon
885160,BOTSU,2453,Unpriced (Coming Soon),To be announced
1261360,Anitons,2454,Free,Coming soon
1185380,The Season of the Warlock,2455,Unpriced (Coming Soon),To be announced
1043110,Kaiju Fishing,2456,Unpriced (Coming Soon),To be announced
4157110,Terminator: Dark Fate - Defiance: Evolution,2457,Free,Coming soon
4285870,Pigs and Wolf,2458,Free,Coming soon
3539320,Scribble Wolf,2459,Unpriced (Coming Soon),July 2026
3275750,Last Drop,2460,Free,Coming soon
3722090,Parasensor,2461,Unpriced (Coming Soon),To be announced
2850840,Tokyo Mafia Simulator,2462,Free,Coming soon
3895950,Garten of Banban: Last Ticket to the Abyss,2463,Free,Coming soon
1273980,HeatWave,2466,Unpriced (Coming Soon),To be announced
3603740,GCR4 Geoff Crammond,2468,Free,Coming soon
1490830,DYING : 1983,2469,Unpriced (Coming Soon),To be announced
1672790,ASKE,2470,Free,Coming soon
777210,Vulpine,2471,Free,Coming soon
3034650,BloomKeeper,2472,Unpriced (Coming Soon),"Sep 16, 2026"
2558300,Netherwyn,2473,Unpriced (Coming Soon),Q4 2026
1520600,Build and Discover: America,2474,Unpriced (Coming Soon),To be announced
1809090,Kraino Rebirth,2475,Unpriced (Coming Soon),To be announced
1555960,Crime Scene Technician,2476,Free,Coming soon
3114850,FLS,2477,Free,Coming soon
1635500,Elements Destiny,2479,Free,Coming soon
1121670,Excavator Simulator,2480,Free,Coming soon
3918250,Frutigeropolis: The Promised City,2481,Free,Coming soon
4080520,Horns of Deliverance,2482,Unpriced (Coming Soon),To be announced
3301350,Sleep Well Cemetery,2483,Free,Coming soon
3027860,Thief Simulator 2: Cruise Ship DLC,2484,Free,Coming soon
1874980,Ready for Riot,2485,Unpriced (Coming Soon),To be announced
732970,Beyond Clouds,2486,Free,Coming soon
2098690,CALME,2487,Unpriced (Coming Soon),To be announced
3479420,Okko The Exiled,2489,Unpriced (Coming Soon),2026
1285050,Noah's Ark,2490,Unpriced (Coming Soon),To be announced
2368490,Montaro 2,2491,Unpriced (Coming Soon),To be announced
1126210,the machine that BREATHES,2492,Free,Coming soon
2570110,Angel of Death,2493,Unpriced (Coming Soon),To be announced
3538070,Greed & Darkness,2494,Free,Coming soon
3456660,PAYDAY: Aces High,2495,Unpriced (Coming Soon),Q3 2026
1571260,fault - milestone two side: below,2496,Free,Coming soon
1953850,VICE Undercover,2497,Unpriced (Coming Soon),Q3 2026
2362040,Into the Underworld,2498,Unpriced (Coming Soon),To be announced
3474200,Burn the Midnight Oil,2499,Unpriced (Coming Soon),To be announced
649560,L.A.P.D. 2195,2500,Unpriced (Coming Soon),To be announced
2139090,Project ETHOS,2502,Unpriced (Coming Soon),To be announced
1143910,DeathTower,2504,Free,Coming soon
1238390,This Dead Winter,2506,Free,Coming soon
2508170,Homespace,2507,Free,To be announced
3827740,Tapestry,2508,Unpriced (Coming Soon),To be announced
3625840,EMPTY SHELL 2,2509,Unpriced (Coming Soon),To be announced
1226580,Fashion Designer,2511,Unpriced (Coming Soon),To be announced
3491690,lovebyte.exe,2512,Unpriced (Coming Soon),Q3 2026
3555120,Pre-Fortress 2,2513,Free,Coming soon
3610210,Klostyn,2514,Free,Coming soon
3037040,Board Game Society,2516,Free,Coming soon
3106050,Dark Queen of Samobor,2517,Free,Q1 2027
3330890,Shiver,2518,Free,Coming soon
2718100,Legends of Awen: Rise of The Fianna,2519,Unpriced (Coming Soon),To be announced
2325860,Road 66,2520,Free,Coming soon
3273960,The Dark Crown: Genesis,2521,Free,Coming soon
945860,HopeLand,2523,Unpriced (Coming Soon),To be announced
3866230,Way of Madness,2525,Free,Coming soon
4314170,Jibbers,2526,Unpriced (Coming Soon),2026
2850910,Prisma,2527,Unpriced (Coming Soon),To be announced
2664120,Lonely Space,2528,Free,Coming soon
1638030,Generation Ship,2529,Unpriced (Coming Soon),2026
2894990,Trizna,2531,Unpriced (Coming Soon),2026
4175710,Dwarves: Idle Battles,2532,Free,Coming soon
3743810,"Pact, Passion, Puchimon!",2534,Unpriced (Coming Soon),Q4 2026
2052710,Hello Again,2535,Unpriced (Coming Soon),To be announced
284080,Lost Squad,2536,Free,Coming soon
2372240,Re:Night,2537,Unpriced (Coming Soon),"Aug 12, 2026"
4006130,Under The Rooftop,2538,Free,October 2027
3884970,Layer Land,2539,Unpriced (Coming Soon),"Jun 8, 2026"
3296990,Fearwoods,2540,Unpriced (Coming Soon),Q3 2026
4125860,Eternity Breaker,2541,Unpriced (Coming Soon),To be announced
2852750,The Games You Make,2542,Unpriced (Coming Soon),To be announced
1545510,Camping Builder,2543,Unpriced (Coming Soon),To be announced
3561600,Fortress Connected,2545,Free,To be announced
1103610,Sailor Simulator,2546,Unpriced (Coming Soon),To be announced
4124920,Some of You May Die,2549,Unpriced (Coming Soon),Q3 2026
3387240,My Fairy Princess,2550,Unpriced (Coming Soon),2026
2794160,Beyond The Board,2551,Unpriced (Coming Soon),To be announced
2466000,Superstore Simulator,2552,Unpriced (Coming Soon),To be announced
1678040,Njorun's Will,2553,Free,Coming soon
1975790,VergeWorld,2554,Free,Coming soon
1327090,Solar System Colonist,2555,Unpriced (Coming Soon),To be announced
1104800,Radiance,2556,Unpriced (Coming Soon),To be announced
3756370,Räfven,2557,Unpriced (Coming Soon),To be announced
1036430,Neverdark,2558,Free,Coming soon
2923500,ELEMASTA -エレマスタ-,2559,Free,Coming soon
2366250,American Airport Simulator,2560,Unpriced (Coming Soon),To be announced
3062060,Drive Thru Simulator,2563,Free,Coming soon
526720,OFF GRID : Stealth Hacking,2564,Free,Coming soon
3544430,SOULGRAVE,2565,Unpriced (Coming Soon),To be announced
3522360,WARSHIFT 2,2566,Free,Coming soon
2299940,The Button Effect,2567,Unpriced (Coming Soon),August 2026
3212260,[Nightmare Files] Stoned,2568,Free,Coming soon
2069890,1-900-CULT,2569,Free,To be announced
4098960,Home Paige,2570,Free,Coming soon
3724300,Toto's Journey,2572,Unpriced (Coming Soon),2026
2870130,ENDS,2573,Unpriced (Coming Soon),To be announced
3234820,Zitifono,2575,Free,Coming soon
3846480,PLATONICA SPACE,2576,Unpriced (Coming Soon),Q3 2026
3710560,Protocol: Terminate,2578,Unpriced (Coming Soon),To be announced
3417140,IGS Classic Arcade Collection,2579,Unpriced (Coming Soon),2026
2939170,Galactic Disharmony,2580,Unpriced (Coming Soon),2026
1271440,HP Reverb G2,2581,Free,
3549390,EXOSHOCK,2582,Unpriced (Coming Soon),Q3 2026
3149550,Comix Zero,2583,Unpriced (Coming Soon),To be announced
3517880,Clawsome,2584,Unpriced (Coming Soon),2026
3360150,Morning Star,2585,Unpriced (Coming Soon),To be announced
3278290,Feed The Pit,2586,Unpriced (Coming Soon),Q2 2026
3116700,Reap and Rush,2587,Unpriced (Coming Soon),To be announced
2502870,Kanun 1919,2588,Unpriced (Coming Soon),2026
3420280,Idle Research 2,2589,Free,To be announced
3369020,Death & Faeology,2590,Unpriced (Coming Soon),To be announced
3146670,Torchless,2591,Unpriced (Coming Soon),To be announced
3942390,Falcon Fall™,2593,Unpriced (Coming Soon),2026
2541560,ARCHETYPE BLUE,2594,Unpriced (Coming Soon),2026
4423030,Brush Burial: Bruiseland,2595,Unpriced (Coming Soon),2026
2514890,Reverb,2597,Unpriced (Coming Soon),To be announced
1827440,Sailors: Age of Corsairs,2598,Unpriced (Coming Soon),To be announced
2054000,Presentable Liberty Remake,2599,Free,Coming soon
2704450,Stoneguard,2601,Free,Coming soon
924380,WoodZone,2602,Unpriced (Coming Soon),To be announced
1547010,NEET,2603,Free,Coming soon
4319800,Final Orbit,2604,Unpriced (Coming Soon),2026
3489490,SourceWorld,2606,Free,Q1 2027
2799050,Mourning Tide,2607,Free,Coming soon
2882410,Vanlife Camping Simulator,2608,Free,Coming soon
1120220,Soyuz Constructors,2609,Unpriced (Coming Soon),To be announced
640010,Forsaken Castle,2610,Free,Coming soon
2483700,HARMA,2611,Free,Coming soon
3129420,ASPIS,2612,Unpriced (Coming Soon),2026
850870,Hard-Life,2613,Free,Coming soon
4012490,MONOPHOBIA,2614,Free,Coming soon
801140,Unitystation,2615,Free,Coming soon
1993980,Astortion,2616,Free,Coming soon
4285110,Tunnel Escape Fates Entwined,2617,Unpriced (Coming Soon),Q3 2026
3152750,Taival,2619,Free,Coming soon
2836990,Drunken Rogue,2620,Unpriced (Coming Soon),2026
2498890,BOOM! Buster,2621,Unpriced (Coming Soon),To be announced
3683940,Replay Value: Second Hand Games,2622,Unpriced (Coming Soon),Q3 2026
3297800,GRIMPS,2623,Free,Coming soon
2841600,The Vigilante Diaries,2624,Free,Coming soon
2752090,SCP New Management,2625,Unpriced (Coming Soon),To be announced
3441490,Zeizen,2627,Unpriced (Coming Soon),To be announced
2899350,House Of Decay,2628,Unpriced (Coming Soon),2026
2669780,Spill the Beans,2629,Unpriced (Coming Soon),To be announced
4022090,Monk Took Book,2630,Free,Coming soon
2054520,Gawr Gura: Quest for Bread,2632,Unpriced (Coming Soon),2026
2537020,ShelfLife: Art School Detective,2634,Unpriced (Coming Soon),To be announced
2603850,Shadow mate ~小さな竜と適合者~,2635,Unpriced (Coming Soon),Q4 2026
4331110,O EMPIRE! WARD OFF THY ROT,2636,Free,Coming soon
1122170,Mech Hunter,2637,Unpriced (Coming Soon),To be announced
1264620,Lucen,2638,Free,Coming soon
4517190,DoDonPachi Resurrection Reignite,2639,Unpriced (Coming Soon),To be announced
3291450,The Vow: Vampire's Curse,2642,Unpriced (Coming Soon),2026
3070430,Nova Era:Atom ﻿,2643,Free,Coming soon
3164790,Overgrown Cleaner,2644,Unpriced (Coming Soon),To be announced
2681940,Crush at first sight🍓,2645,Free,Coming soon
3292770,FIEFDOM,2648,Unpriced (Coming Soon),To be announced
1231210,Midair 2,2649,Free,Coming soon
2978690,Poolrooms,2650,Free,Coming soon
1221260,Pope Simulator,2652,Unpriced (Coming Soon),To be announced
2163660,Loading...,2653,Free,Coming soon
2932680,Nomori,2654,Unpriced (Coming Soon),Q3 2026
2140540,Hellslinger,2655,Unpriced (Coming Soon),To be announced
3255140,CORPOREAL,2657,Unpriced (Coming Soon),To be announced
2271570,REFLEXIA,2658,Free,Coming soon
2629170,FreeJack Online,2659,Free,To be announced
2903980,Steel Effigy,2660,Unpriced (Coming Soon),To be announced
3407450,The Northern Path,2661,Free,Coming soon
2110150,Thesis of Love 心动论证,2662,Free,2027
4279510,No Mortal Space,2663,Free,Coming soon
2782470,Pharos Light,2664,Unpriced (Coming Soon),To be announced
3465440,CitaDrill,2666,Unpriced (Coming Soon),2026
2473720,Vulture -Unlimited Frontier- /0,2667,Unpriced (Coming Soon),To be announced
1979350,Astro World,2668,Free,Coming soon
2439030,Vaunted,2669,Unpriced (Coming Soon),2026
1372780,Quantum Paradox,2670,Free,To be announced
2688960,Eternity's Echo: Patient Zero,2673,Free,Coming soon
3323490,Truxton Extreme,2674,Unpriced (Coming Soon),"Jul 30, 2026"
3949580,Lunar Strike,2675,Free,Coming soon
3139120,THREE VERSES³,2676,Unpriced (Coming Soon),2026
1677010,Wood & Weather,2677,Free,Coming soon
3936420,Bouncemasters 2: Pengu Throw,2679,Unpriced (Coming Soon),Q3 2026
1244600,Let's Drive - learn driving simulator,2682,Unpriced (Coming Soon),2026
2662730,Eating Nature,2683,Free,Coming soon
981720,Lore Finder,2684,Free,Coming soon
2989890,Formula Circus,2685,Unpriced (Coming Soon),To be announced
1132530,Wolf Ridge,2688,Free,Coming soon
1222150,Her War,2689,Free,Coming soon
2736370,Helix: Descent N Ascent,2690,Unpriced (Coming Soon),"Jul 23, 2026"
2076310,Tears of Magic,2691,Unpriced (Coming Soon),To be announced
2110000,All Systems Dance,2695,Free,Coming soon
2377600,Cozy Dungeons,2696,Unpriced (Coming Soon),2026
3128610,Plane Graveyard Simulator,2697,Unpriced (Coming Soon),To be announced
796530,ALTERA,2698,Free,Coming soon
4137830,Must be Feng Shui,2699,Unpriced (Coming Soon),To be announced
2217860,Covert Ultra,2701,Free,Coming soon
2003070,Orc Warchief: Prologue,2702,Free,2026
3586920,Extreme Cleaning Simulator,2703,Unpriced (Coming Soon),To be announced
3219960,ICE on the EDGE,2704,Unpriced (Coming Soon),2026
3165340,All Will Rise,2705,Free,Coming soon
1848600,Sang: The Desert Blade,2706,Unpriced (Coming Soon),To be announced
2413960,Dark,2707,Free,Coming soon
3434180,project; VIRAI: DOOMER’s LIFE ESCAPE,2708,Unpriced (Coming Soon),2026
3564340,Hold Your King,2709,Unpriced (Coming Soon),"Jun 10, 2026"
3802950,Trinity 64,2710,Unpriced (Coming Soon),To be announced
2184850,Darwake: Awakening from the Nightmare,2711,Unpriced (Coming Soon),To be announced
1290060,D.E.E.P. Battle of Jove,2712,Unpriced (Coming Soon),To be announced
2879320,The Night Wanderer,2713,Unpriced (Coming Soon),To be announced
1536910,Snow Plow,2714,Free,Coming soon
3301300,Wild Terrain,2715,Unpriced (Coming Soon),2026
1465790,Dark Moonlight,2716,Free,Coming soon
3250400,Age of History 3: Multiplayer,2717,Unpriced (Coming Soon),To be announced
3115480,Diviner,2718,Free,2027
2744110,VTumbler,2719,Free,2026
3953700,"Your Judgment, Inquisitor",2720,Unpriced (Coming Soon),2026
3659460,Gear.Club Unlimited 3,2721,Unpriced (Coming Soon),October 2026
3180000,Blades For Hire,2722,Free,Coming soon
4136620,Emissary One,2723,Free,Coming soon
4360160,Horse Race Tests: Life is Pain,2724,Free,Coming soon
3504310,Ghost Sector,2725,Unpriced (Coming Soon),Q2 2026
2680440,MONOWAVE,2728,Unpriced (Coming Soon),2026
4336530,There Are Millions of Goblins,2729,Free,Coming soon
1345720,FBI Agent Simulator,2730,Unpriced (Coming Soon),To be announced
3570110,Summoner's Gambit,2731,Unpriced (Coming Soon),To be announced
3398880,Castle V Castle,2732,Free,Coming soon
2506890,S: Lost Chapters,2734,Unpriced (Coming Soon),2026
1736200,Sealed Gate,2735,Free,Coming soon
3942400,Back To Drive,2736,Free,Coming soon
4639050,Battle Queen,2737,Free,Coming soon
4021890,Pizzapocalypse 2,2738,Unpriced (Coming Soon),2026
1607930,Drake's Odds: Survive,2739,Free,Coming soon
3260830,A Tiny Wander,2741,Unpriced (Coming Soon),2026
1377710,Lawmage Academy,2742,Unpriced (Coming Soon),To be announced
1965550,Wildaria,2743,Unpriced (Coming Soon),Q3 2026
1476040,Far North,2745,Unpriced (Coming Soon),To be announced
2575040,Mansion of Memories,2746,Unpriced (Coming Soon),To be announced
3731270,mobOS,2747,Unpriced (Coming Soon),To be announced
3700980,How to Make an Atomic Bomb in Your Garden,2748,Free,Coming soon
2394250,Rich Dad Simulator,2749,Unpriced (Coming Soon),2026
3661400,Gourdlets Together,2750,Free,Coming soon
3091260,Darkbound,2751,Unpriced (Coming Soon),To be announced
673100,Code of The Savage,2752,Unpriced (Coming Soon),To be announced
2026450,Stunt Derby,2753,Free,Coming soon
4201570,Mystical Demon Farm,2754,Unpriced (Coming Soon),To be announced
1946440,Starfall Protocol,2755,Free,Coming soon
3560360,Forsworn,2756,Unpriced (Coming Soon),September 2026
2637210,Flow Of War,2757,Unpriced (Coming Soon),Q3 2026
2449700,HIGHWAY PATROL SIMULATOR,2758,Unpriced (Coming Soon),To be announced
3444260,NeverLight,2760,Unpriced (Coming Soon),2026
2126810,Memory's Reach,2763,Unpriced (Coming Soon),To be announced
3227040,Dress the Duel,2764,Unpriced (Coming Soon),2026
1916800,More Ore - The Incremental Idle RPG,2767,Free,Coming soon
3581140,Clockwork Maiden,2769,Free,Coming soon
2280360,Scarecrow,2770,Unpriced (Coming Soon),Q3 2026
4181970,Full Stride,2771,Unpriced (Coming Soon),Q2 2026
826640,EARTHLOCK 2,2772,Unpriced (Coming Soon),To be announced
2904120,Sand Nomads,2773,Free,Coming soon
2455710,Golembert,2774,Unpriced (Coming Soon),To be announced
3160570,Runeomicon,2775,Unpriced (Coming Soon),2026
3967280,Furry Adventure Club and the Temple of Pawsion 🐱,2777,Free,Coming soon
1057630,Restaurant Renovator,2778,Free,Coming soon
1894560,HomeGrown,2779,Unpriced (Coming Soon),To be announced
2758190,Our Freedom,2780,Free,Coming soon
872450,Let's Seduce the Heroine!,2781,Free,Coming soon
3610500,MEGANAUT,2782,Unpriced (Coming Soon),To be announced
2731550,Ocean Gap,2784,Unpriced (Coming Soon),To be announced
2508550,Secret Forest,2785,Free,Coming soon
4235410,Future Knight,2786,Unpriced (Coming Soon),Q3 2026
1465620,Moses: From Egypt to the Promised Land,2787,Unpriced (Coming Soon),To be announced
3237240,The Soul,2788,Free,Coming soon
2902720,SPAM,2790,Free,Coming soon
1467110,Treasure Hunter Simulator 2,2791,Unpriced (Coming Soon),To be announced
1145440,Bloom: Memories,2793,Free,Coming soon
1767010,Echoes of the Stars,2794,Unpriced (Coming Soon),Q4 2026
1271900,Aethyr,2795,Free,Coming soon
1630460,iii: Revolving Wonderland,2796,Free,Coming soon
3222280,Infinitory,2798,Unpriced (Coming Soon),2026
2669450,My Child New Beginnings,2800,Unpriced (Coming Soon),To be announced
2401280,Forastero,2801,Free,Coming soon
4181440,RadCity: A Post-Apocalyptic Adventure,2802,Unpriced (Coming Soon),Q4 2026
3125540,Blade of Wiz,2803,Unpriced (Coming Soon),To be announced
992690,We are the Plague,2804,Free,Coming soon
2649320,Shuffle Waifu Cafe,2805,Unpriced (Coming Soon),2026
1353150,The Path of Calydra,2806,Unpriced (Coming Soon),To be announced
2398920,PREDATORS,2807,Unpriced (Coming Soon),2026
2324660,Cart Life,2808,Unpriced (Coming Soon),To be announced
4084180,TORNBLADE,2811,Free,Coming soon
3764730,Winter Resort Simulator 3,2812,Unpriced (Coming Soon),To be announced
4408560,Split Happens,2814,Free,Coming soon
1813230,Wild West Builder,2815,Unpriced (Coming Soon),To be announced
1749400,Lendas,2816,Free,Coming soon
1948420,Center Mass: Streets of Ramadi,2817,Unpriced (Coming Soon),To be announced
3312310,Devil Slayer - Raksasi 2,2818,Unpriced (Coming Soon),To be announced
3137880,Anthill Village,2819,Free,Coming soon
3405680,Teamcrafter,2820,Free,Coming soon
1702630,Arcadian Rift,2821,Unpriced (Coming Soon),To be announced
2087320,Nara: Facing Fire,2824,Unpriced (Coming Soon),To be announced
1383660,Guinea Pig Parkour®,2825,Unpriced (Coming Soon),To be announced
2993920,Revived House,2826,Free,Coming soon
3359110,Total Victory: World Conflict 1939-1945,2827,Unpriced (Coming Soon),"Sep 1, 2026"
2002840,Gossamer Matrix,2828,Unpriced (Coming Soon),To be announced
2696550,Aquametsis,2831,Unpriced (Coming Soon),To be announced
3503710,Medieval Horse Dealer Simulator,2833,Unpriced (Coming Soon),2026
3977280,Forts - Firebird,2834,Unpriced (Coming Soon),"Jun 16, 2026"
1826400,CRAVE,2835,Unpriced (Coming Soon),To be announced
1331290,Shattered Soul,2836,Free,Coming soon
2332150,Frog Island,2837,Unpriced (Coming Soon),2026
3045520,Sea Sniffers,2838,Unpriced (Coming Soon),To be announced
3058740,Odds Chronicles,2840,Unpriced (Coming Soon),2026
2524780,Echo of the Waves,2842,Free,Coming soon
2079210,It's Always Happy at Chubby's,2843,Unpriced (Coming Soon),To be announced
3578820,SUPER ADVENTURE,2845,Unpriced (Coming Soon),2026
3150160,Another Pint,2846,Free,Coming soon
3259000,Crathos Deep,2847,Unpriced (Coming Soon),To be announced
2471330,Cathedral: Crow's Curse,2848,Unpriced (Coming Soon),2026
4425120,Greetings from El Rey,2849,Unpriced (Coming Soon),To be announced
4200800,Alice at the End of Her Life,2850,Unpriced (Coming Soon),To be announced
741340,Kingdom Workshop,2851,Free,Coming soon
2478710,"Football, Tactics & Glory 2",2852,Free,Q2 2027
2679790,Baron,2853,Unpriced (Coming Soon),2026
3203340,Nonolith,2854,Unpriced (Coming Soon),Q4 2026
1316440,Lonefarm,2855,Free,Coming soon
4105860,Rising Sun,2856,Unpriced (Coming Soon),To be announced
3983860,Nightwater,2857,Unpriced (Coming Soon),Q3 2026
744200,Altiros,2858,Free,"Mar 15, 2027"
1556070,Nihongo Quest,2859,Unpriced (Coming Soon),2026
3991970,30 Days in Garage,2860,Free,Coming soon
2382810,Dream Channel Zero,2861,Unpriced (Coming Soon),To be announced
2521800,Boxing Underdog,2863,Unpriced (Coming Soon),2026
4349170,Virus Lab,2864,Free,Coming soon
3794520,Rebounder,2865,Unpriced (Coming Soon),To be announced
1580030,Gnomepunk,2866,Unpriced (Coming Soon),To be announced
1217180,Fantamon,2867,Free,Coming soon
3450100,Gretel's Honesty,2868,Unpriced (Coming Soon),June 2026
2616650,Engraving,2869,Unpriced (Coming Soon),To be announced
2577730,Golel,2870,Unpriced (Coming Soon),2026
3254200,Xerxes Shadow,2871,Unpriced (Coming Soon),To be announced
1218780,Little Shop of Junk,2872,Free,Coming soon
1897450,U-Boot: The Board Game - Digital Edition,2873,Free,Coming soon
3713620,RouteWhom／ルートフーム,2874,Free,Coming soon
1234990,Pry Into The Void,2875,Unpriced (Coming Soon),To be announced
4423270,Takeover 2,2876,Unpriced (Coming Soon),"Sep 10, 2026"
3628050,Tamara,2877,Free,Coming soon
2994220,Azaran: Islands of the Jinn,2878,Unpriced (Coming Soon),To be announced
2872600,Colonies of The Remnant,2880,Unpriced (Coming Soon),"Jul 10, 2026"
3009720,Baltic Folk,2881,Free,Coming soon
2853830,Folder Dungeon,2883,Unpriced (Coming Soon),2026
1699710,The Dream Of A Cockspur,2884,Unpriced (Coming Soon),2026
3124600,of the Devil - Episode 3,2885,Unpriced (Coming Soon),2026
2938980,Unfriendly Friend,2886,Unpriced (Coming Soon),2026
1601130,Rot In A Porcelain Dream,2887,Free,Coming soon
2194090,Subspace Hunter Legacy,2888,Free,To be announced
2967220,yan魇: Parasomnia,2889,Free,Coming soon
4278150,One Iced Latte: Milk Song,2890,Free,Coming soon
3530380,Bloodbreaker: Labyrinth of the Witch,2891,Unpriced (Coming Soon),To be announced
1580740,SHIBUYA SUSHI MASTER,2892,Unpriced (Coming Soon),To be announced
2844340,Clever Girls,2894,Unpriced (Coming Soon),To be announced
3531220,MECHBORN,2895,Unpriced (Coming Soon),Q4 2026
1601320,Leshy,2896,Unpriced (Coming Soon),To be announced
2096450,Troubleshooting,2897,Free,Coming soon
3137450,ROOST,2898,Unpriced (Coming Soon),To be announced
4466790,Puerto Rico Racing: La Fiebre,2899,Free,Coming soon
2364190,METRO PENGUIN EUTOPIA,2900,Unpriced (Coming Soon),2026
2098920,Inter Solar 83,2901,Free,Coming soon
2351990,Anseion - Fantasy MMORPG,2902,Free,2026
2783830,Cozy Crest,2903,Unpriced (Coming Soon),2026
1158600,Sayri: The Beginning,2904,Free,Coming soon
2821390,HOT WHEELS™ Infinite Rush,2905,Unpriced (Coming Soon),"Sep 24, 2026"
3441510,Egypt,2907,Free,2027
1737960,(Old steam page),2908,Unpriced (Coming Soon),To be announced
1778860,Drug Dealer Manager,2909,Free,Coming soon
4122640,Out To Deliver,2910,Unpriced (Coming Soon),To be announced
2337990,Kohlrabi Starship,2911,Unpriced (Coming Soon),To be announced
3873720,Unboxing Mr. Coo,2912,Unpriced (Coming Soon),To be announced
1521250,Offroad Delivery Service,2913,Unpriced (Coming Soon),To be announced
3386670,Dr.Mememe want to sleep,2914,Free,2027
3226060,DreamEcho,2915,Unpriced (Coming Soon),2026
3080070,Order: The New Dawn,2917,Unpriced (Coming Soon),2026
2960390,Nutty Dungeons,2918,Free,Coming soon
2922250,Baptiste,2919,Free,Coming soon
717930,DEADHUNTERS,2920,Unpriced (Coming Soon),To be announced
3361950,Inhuman,2921,Free,To be announced
4157430,Diggin,2922,Free,Coming soon
1094450,Spies & Soldiers,2924,Free,Coming soon
3761680,Urban Yuri: A Lady's Romance Manifesto,2925,Unpriced (Coming Soon),To be announced
3279600,The Thrill of the Fight 2 Spectator,2926,Free,Coming soon
3589910,Voivod: The Nuclear Warrior,2928,Free,Coming soon
2766910,PengPong,2929,Unpriced (Coming Soon),2026
2784150,The Last Rose,2930,Unpriced (Coming Soon),To be announced
1298200,Crazy Lemmings,2931,Free,Coming soon
4145350,Alice and the Devil's Prison,2932,Free,Coming soon
3902800,[HERROR] Gas Station Case,2933,Unpriced (Coming Soon),2026
2934330,RADIOSOL,2935,Unpriced (Coming Soon),September 2026
3253930,Rhythm Hotel,2936,Unpriced (Coming Soon),2026
2617870,PSYCHOFINGER,2937,Unpriced (Coming Soon),To be announced
3282420,Zoominoes,2938,Unpriced (Coming Soon),2026
2412740,Ascent Quest,2939,Unpriced (Coming Soon),2026
4654270,Idol Manager: Virtual Venture,2940,Free,2027
3205880,CORPSE CARNIVAL,2941,Free,Coming soon
1372650,DAMN!,2942,Unpriced (Coming Soon),To be announced
1643800,HeartLinks: A Puzzle Called Love,2943,Unpriced (Coming Soon),2026
1651400,Touhou: the Unreachable Oneiroborder,2944,Unpriced (Coming Soon),To be announced
2953940,Ancient Wars: Sparta HD,2945,Unpriced (Coming Soon),2026
2476150,Stickfigurez,2946,Free,Coming soon
1434840,Dungeons & Kingdoms: Prologue,2947,Free,Coming soon
2791980,Delivery Driver Service: Prologue,2948,Free,To be announced
1637560,Crawlyard,2949,Free,Coming soon
3646950,Ghost Hunting Journal,2950,Unpriced (Coming Soon),To be announced
3998510,Cyclopean II: The Dreamlands,2951,Unpriced (Coming Soon),To be announced
2111430,Forgotten house,2952,Unpriced (Coming Soon),2026
2823200,Mousebusters,2953,Unpriced (Coming Soon),"Jun 10, 2026"
3618000,Hordeguard: Winds of the North,2954,Unpriced (Coming Soon),To be announced
2315900,Wholesome Monster Girl Academia,2955,Free,Coming soon
1747630,For The Hive,2956,Unpriced (Coming Soon),December 2026
2210240,Hoglands,2957,Unpriced (Coming Soon),To be announced
3371070,You Sure You Wanna Drink This?,2958,Unpriced (Coming Soon),2026
1432340,Loveland,2959,Free,Coming soon
3741500,LIMP KNIGHT,2960,Free,Coming soon
3038700,Nightshift Galaxy,2961,Free,Coming soon
1742740,Ribby: The Game,2962,Free,Coming soon
3202290,Chess Arena,2963,Free,To be announced
2563880,Ghost Hand,2964,Free,Coming soon
3699850,The Devil's Due,2965,Unpriced (Coming Soon),Q3 2026
